step,y,x,action,next_y,next_x,reward,done
0,0,0,2,0,0,0,False
1,0,0,3,0,1,0,False
2,0,1,3,0,1,0,False
3,0,1,1,1,1,0,False
4,1,1,2,1,0,0,False
5,1,0,2,1,0,0,False
6,1,0,0,0,0,0,False
7,0,0,0,0,0,0,False
8,0,0,3,0,1,0,False
9,0,1,0,0,1,0,False
10,0,1,1,1,1,0,False
11,1,1,1,2,1,0,False
12,2,1,0,1,1,0,False
13,1,1,1,2,1,0,False
14,2,1,2,2,0,0,False
15,2,0,0,1,0,0,False
16,1,0,0,0,0,0,False
17,0,0,3,0,1,0,False
18,0,1,1,1,1,0,False
19,1,1,2,1,0,0,False
20,1,0,0,0,0,0,False
21,0,0,2,0,0,0,False
22,0,0,2,0,0,0,False
23,0,0,3,0,1,0,False
24,0,1,1,1,1,0,False
25,1,1,2,1,0,0,False
26,1,0,1,2,0,0,False
27,2,0,3,2,1,0,False
28,2,1,0,1,1,0,False
29,1,1,3,1,1,0,False
30,1,1,1,2,1,0,False
31,2,1,2,2,0,0,False
32,2,0,3,2,1,0,False
33,2,1,2,2,0,0,False
34,2,0,2,2,0,0,False
35,2,0,2,2,0,0,False
36,2,0,0,1,0,0,False
37,1,0,0,0,0,0,False
38,0,0,1,1,0,0,False
39,1,0,0,0,0,0,False
40,0,0,1,1,0,0,False
41,1,0,0,0,0,0,False
42,0,0,2,0,0,0,False
43,0,0,3,0,1,0,False
44,0,1,1,1,1,0,False
45,1,1,0,0,1,0,False
46,0,1,0,0,1,0,False
47,0,1,3,0,1,0,False
48,0,1,3,0,1,0,False
49,0,1,3,0,1,0,False
50,0,1,2,0,0,0,False
51,0,0,0,0,0,0,False
52,0,0,3,0,1,0,False
53,0,1,2,0,0,0,False
54,0,0,0,0,0,0,False
55,0,0,0,0,0,0,False
56,0,0,0,0,0,0,False
57,0,0,1,1,0,0,False
58,1,0,2,1,0,0,False
59,1,0,2,1,0,0,False
60,1,0,0,0,0,0,False
61,0,0,3,0,1,0,False
62,0,1,2,0,0,0,False
63,0,0,1,1,0,0,False
64,1,0,0,0,0,0,False
65,0,0,1,1,0,0,False
66,1,0,3,1,1,0,False
67,1,1,2,1,0,0,False
68,1,0,1,2,0,0,False
69,2,0,0,1,0,0,False
70,1,0,3,1,1,0,False
71,1,1,3,1,1,0,False
72,1,1,3,1,1,0,False
73,1,1,1,2,1,0,False
74,2,1,3,2,2,0,False
75,2,2,2,2,2,0,False
76,2,2,0,2,2,0,False
77,2,2,3,2,3,0,False
78,2,3,3,2,4,0,False
79,2,4,1,3,4,0,False
80,3,4,0,2,4,0,False
81,2,4,3,2,4,0,False
82,2,4,3,2,4,0,False
83,2,4,3,2,4,0,False
84,2,4,3,2,4,0,False
85,2,4,1,3,4,0,False
86,3,4,2,3,3,0,False
87,3,3,3,3,4,0,False
88,3,4,0,2,4,0,False
89,2,4,0,1,4,0,False
90,1,4,0,0,4,1,True
0,0,0,3,0,1,0,False
1,0,1,3,0,1,0,False
2,0,1,1,1,1,0,False
3,1,1,0,0,1,0,False
4,0,1,1,1,1,0,False
5,1,1,1,2,1,0,False
6,2,1,3,2,2,0,False
7,2,2,2,2,2,0,False
8,2,2,2,2,2,0,False
9,2,2,2,2,2,0,False
10,2,2,3,2,3,0,False
11,2,3,3,2,4,0,False
12,2,4,3,2,4,0,False
13,2,4,1,3,4,0,False
14,3,4,1,4,4,0,False
15,4,4,1,4,4,0,False
16,4,4,2,4,3,0,False
17,4,3,0,3,3,0,False
18,3,3,0,2,3,0,False
19,2,3,1,3,3,0,False
20,3,3,2,3,3,0,False
21,3,3,1,4,3,0,False
22,4,3,2,4,3,0,False
23,4,3,0,3,3,0,False
24,3,3,1,4,3,0,False
25,4,3,0,3,3,0,False
26,3,3,0,2,3,0,False
27,2,3,0,1,3,0,False
28,1,3,1,2,3,0,False
29,2,3,2,2,2,0,False
30,2,2,2,2,2,0,False
31,2,2,2,2,2,0,False
32,2,2,1,2,2,0,False
33,2,2,0,2,2,0,False
34,2,2,3,2,3,0,False
35,2,3,1,3,3,0,False
36,3,3,3,3,4,0,False
37,3,4,0,2,4,0,False
38,2,4,2,2,3,0,False
39,2,3,3,2,4,0,False
40,2,4,0,1,4,0,False
41,1,4,2,1,3,0,False
42,1,3,2,1,3,0,False
43,1,3,1,2,3,0,False
44,2,3,1,3,3,0,False
45,3,3,0,2,3,0,False
46,2,3,2,2,2,0,False
47,2,2,1,2,2,0,False
48,2,2,2,2,2,0,False
49,2,2,0,2,2,0,False
50,2,2,1,2,2,0,False
51,2,2,2,2,2,0,False
52,2,2,0,2,2,0,False
53,2,2,3,2,3,0,False
54,2,3,0,1,3,0,False
55,1,3,3,1,4,0,False
56,1,4,1,2,4,0,False
57,2,4,1,3,4,0,False
58,3,4,3,3,4,0,False
59,3,4,3,3,4,0,False
60,3,4,2,3,3,0,False
61,3,3,1,4,3,0,False
62,4,3,3,4,3,0,False
63,4,3,3,4,3,0,False
64,4,3,0,3,3,0,False
65,3,3,3,3,4,0,False
66,3,4,3,3,4,0,False
67,3,4,0,2,4,0,False
68,2,4,2,2,3,0,False
69,2,3,3,2,4,0,False
70,2,4,0,1,4,0,False
71,1,4,3,1,4,0,False
72,1,4,3,1,4,0,False
73,1,4,0,0,4,1,True
0,0,0,3,0,1,0,False
1,0,1,1,1,1,0,False
2,1,1,2,1,0,0,False
3,1,0,0,0,0,0,False
4,0,0,0,0,0,0,False
5,0,0,1,1,0,0,False
6,1,0,1,2,0,0,False
7,2,0,3,2,1,0,False
8,2,1,3,2,2,0,False
9,2,2,2,2,2,0,False
10,2,2,0,2,2,0,False
11,2,2,1,2,2,0,False
12,2,2,3,2,3,0,False
13,2,3,0,1,3,0,False
14,1,3,0,0,3,0,False
15,0,3,2,0,3,0,False
16,0,3,1,1,3,0,False
17,1,3,2,1,3,0,False
18,1,3,1,2,3,0,False
19,2,3,1,3,3,0,False
20,3,3,2,3,3,0,False
21,3,3,0,2,3,0,False
22,2,3,2,2,2,0,False
23,2,2,0,2,2,0,False
24,2,2,2,2,2,0,False
25,2,2,1,2,2,0,False
26,2,2,2,2,2,0,False
27,2,2,0,2,2,0,False
28,2,2,0,2,2,0,False
29,2,2,2,2,2,0,False
30,2,2,2,2,2,0,False
31,2,2,0,2,2,0,False
32,2,2,3,2,3,0,False
33,2,3,2,2,2,0,False
34,2,2,2,2,2,0,False
35,2,2,1,2,2,0,False
36,2,2,3,2,3,0,False
37,2,3,1,3,3,0,False
38,3,3,0,2,3,0,False
39,2,3,1,3,3,0,False
40,3,3,0,2,3,0,False
41,2,3,0,1,3,0,False
42,1,3,3,1,4,0,False
43,1,4,0,0,4,1,True
0,0,0,2,0,0,0,False
1,0,0,2,0,0,0,False
step,y,x,action,next_y,next_x,reward,done
0,4,0,2,4,0,0,False
1,4,0,0,3,0,0,False
2,3,0,2,3,0,0,False
3,3,0,2,3,0,0,False
4,3,0,0,2,0,0,False
5,2,0,1,3,0,0,False
6,3,0,0,2,0,0,False
7,2,0,2,2,0,0,False
8,2,0,0,1,0,0,False
9,1,0,2,1,0,0,False
10,1,0,3,1,1,0,False
11,1,1,2,1,0,0,False
12,1,0,2,1,0,0,False
13,1,0,0,0,0,0,False
14,0,0,1,1,0,0,False
15,1,0,3,1,1,0,False
16,1,1,3,1,1,0,False
17,1,1,2,1,0,0,False
18,1,0,2,1,0,0,False
19,1,0,3,1,1,0,False
20,1,1,2,1,0,0,False
21,1,0,1,2,0,0,False
22,2,0,2,2,0,0,False
23,2,0,3,2,1,0,False
24,2,1,1,3,1,0,False
25,3,1,2,3,0,0,False
26,3,0,2,3,0,0,False
27,3,0,0,2,0,0,False
28,2,0,1,3,0,0,False
29,3,0,0,2,0,0,False
30,2,0,2,2,0,0,False
31,2,0,3,2,1,0,False
32,2,1,1,3,1,0,False
33,3,1,1,4,1,0,False
34,4,1,2,4,0,0,False
35,4,0,2,4,0,0,False
36,4,0,2,4,0,0,False
37,4,0,0,3,0,0,False
38,3,0,1,4,0,0,False
39,4,0,1,4,0,0,False
40,4,0,1,4,0,0,False
41,4,0,2,4,0,0,False
42,4,0,1,4,0,0,False
43,4,0,1,4,0,0,False
44,4,0,2,4,0,0,False
45,4,0,1,4,0,0,False
46,4,0,2,4,0,0,False
47,4,0,2,4,0,0,False
48,4,0,3,4,1,0,False
49,4,1,3,4,1,0,False
50,4,1,1,4,1,0,False
51,4,1,3,4,1,0,False
52,4,1,0,3,1,0,False
53,3,1,1,4,1,0,False
54,4,1,1,4,1,0,False
55,4,1,0,3,1,0,False
56,3,1,3,3,1,0,False
57,3,1,1,4,1,0,False
58,4,1,3,4,1,0,False
59,4,1,1,4,1,0,False
60,4,1,0,3,1,0,False
61,3,1,3,3,1,0,False
62,3,1,1,4,1,0,False
63,4,1,1,4,1,0,False
64,4,1,1,4,1,0,False
65,4,1,1,4,1,0,False
66,4,1,2,4,0,0,False
67,4,0,1,4,0,0,False
68,4,0,1,4,0,0,False
69,4,0,3,4,1,0,False
70,4,1,3,4,1,0,False
71,4,1,0,3,1,0,False
72,3,1,2,3,0,0,False
73,3,0,0,2,0,0,False
74,2,0,0,1,0,0,False
75,1,0,0,0,0,0,False
76,0,0,3,0,1,0,False
77,0,1,0,0,1,0,False
78,0,1,1,1,1,0,False
79,1,1,1,2,1,0,False
80,2,1,2,2,0,0,False
81,2,0,0,1,0,0,False
82,1,0,1,2,0,0,False
83,2,0,0,1,0,0,False
84,1,0,0,0,0,0,False
85,0,0,0,0,0,0,False
86,0,0,0,0,0,0,False
87,0,0,3,0,1,0,False
88,0,1,2,0,0,0,False
89,0,0,1,1,0,0,False
90,1,0,3,1,1,0,False
