step,y,x,action,next_y,next_x,reward,done
37,9,10,1,10,10,0,False
38,10,10,3,10,11,0,False
39,10,11,0,9,11,0,False
40,9,11,3,9,12,0,False
41,9,12,0,9,12,0,False
42,9,12,3,9,13,0,False
43,9,13,1,10,13,0,False
44,10,13,1,11,13,0,False
45,11,13,2,11,13,0,False
46,11,13,2,11,13,0,False
47,11,13,2,11,13,0,False
48,11,13,1,12,13,0,False
49,12,13,1,13,13,0,False
50,13,13,3,13,13,0,False
51,13,13,2,13,13,0,False
52,13,13,2,13,13,0,False
53,13,13,0,12,13,0,False
54,12,13,3,12,13,0,False
55,12,13,1,13,13,0,False
56,13,13,0,12,13,0,False
57,12,13,3,12,13,0,False
58,12,13,1,13,13,0,False
59,13,13,0,12,13,0,False
60,12,13,3,12,13,0,False
61,12,13,3,12,13,0,False
63,12,13,0,11,13,0,False
64,11,13,0,10,13,0,False
65,10,13,2,10,12,0,False
66,10,12,1,10,12,0,False
67,10,12,0,9,12,0,False
68,9,12,1,10,12,0,False
69,10,12,1,10,12,0,False
70,10,12,3,10,13,0,False
71,10,13,0,9,13,0,False
72,9,13,2,9,12,0,False
73,9,12,1,10,12,0,False
74,10,12,0,9,12,0,False
75,9,12,2,9,11,0,False
77,9,10,3,9,11,0,False
78,9,11,1,10,11,0,False
79,10,11,2,10,10,0,False
80,10,10,2,10,9,0,False
81,10,9,0,10,9,0,False
82,10,9,1,10,9,0,False
83,10,9,0,10,9,0,False
84,10,9,1,10,9,0,False
85,10,9,2,10,8,0,False
86,10,8,1,11,8,0,False
87,11,8,3,11,8,0,False
88,11,8,3,11,8,0,False
89,11,8,2,11,7,0,False
90,11,7,1,11,7,0,False
91,11,7,0,10,7,0,False
92,10,7,1,11,7,0,False
93,11,7,3,11,8,0,False
94,11,8,3,11,8,0,False
95,11,8,2,11,7,0,False
96,11,7,2,11,6,0,False
97,11,6,2,11,5,0,False
98,11,5,0,10,5,0,False
99,10,5,3,10,5,0,False
100,10,5,1,11,5,0,False
101,11,5,2,11,5,0,False
102,11,5,0,10,5,0,False
103,10,5,3,10,5,0,False
104,10,5,3,10,5,0,False
105,10,5,3,10,5,0,False
106,10,5,2,10,4,0,False
107,10,4,2,10,3,0,False
108,10,3,3,10,4,0,False
109,10,4,0,10,4,0,False
110,10,4,0,10,4,0,False
111,10,4,3,10,5,0,False
112,10,5,2,10,4,0,False
113,10,4,2,10,3,0,False
114,10,3,2,10,3,0,False
115,10,3,1,11,3,0,False
116,11,3,3,11,3,0,False
117,11,3,1,12,3,0,False
118,12,3,3,12,3,0,False
119,12,3,0,11,3,0,False
120,11,3,2,11,3,0,False
121,11,3,3,11,3,0,False
122,11,3,0,10,3,0,False
123,10,3,0,9,3,0,False
124,9,3,2,9,3,0,False
125,9,3,1,10,3,0,False
126,10,3,1,11,3,0,False
127,11,3,1,12,3,0,False
128,12,3,1,13,3,0,False
129,13,3,1,13,3,0,False
130,13,3,1,13,3,0,False
131,13,3,0,12,3,0,False
132,12,3,0,11,3,0,False
133,11,3,2,11,3,0,False
134,11,3,2,11,3,0,False
135,11,3,0,10,3,0,False
136,10,3,1,11,3,0,False
137,11,3,0,10,3,0,False
138,10,3,2,10,3,0,False
139,10,3,1,11,3,0,False
140,11,3,0,10,3,0,False
142,11,3,2,11,3,0,False
143,11,3,3,11,3,0,False
144,11,3,1,12,3,0,False
145,12,3,1,13,3,0,False
146,13,3,3,13,3,0,False
147,13,3,2,13,3,0,False
148,13,3,2,13,3,0,False
149,13,3,2,13,3,0,False
150,13,3,2,13,3,0,False
151,13,3,3,13,3,0,False
152,13,3,3,13,3,0,False
153,13,3,0,12,3,0,False
154,12,3,1,13,3,0,False
155,13,3,1,13,3,0,False
156,13,3,3,13,3,0,False
157,13,3,1,13,3,0,False
159,13,3,0,12,3,0,False
160,12,3,0,11,3,0,False
165,10,3,0,9,3,0,False
166,9,3,0,8,3,0,False
167,8,3,2,8,2,0,False
168,8,2,2,8,1,0,False
169,8,1,2,8,0,0,False
170,8,0,0,7,0,0,False
171,7,0,1,8,0,0,False
172,8,0,0,7,0,0,False
173,7,0,1,8,0,0,False
174,8,0,2,8,0,0,False
175,8,0,1,8,0,0,False
176,8,0,0,7,0,0,False
177,7,0,1,8,0,0,False
178,8,0,1,8,0,0,False
179,8,0,3,8,1,0,False
180,8,1,0,7,1,0,False
181,7,1,1,8,1,0,False
182,8,1,3,8,2,0,False
183,8,2,0,7,2,0,False
184,7,2,3,7,3,0,False
185,7,3,0,7,3,0,False
186,7,3,3,7,3,0,False
187,7,3,2,7,2,0,False
188,7,2,1,8,2,0,False
189,8,2,0,7,2,0,False
190,7,2,0,7,2,0,False
191,7,2,2,7,1,0,False
192,7,1,1,8,1,0,False
193,8,1,2,8,0,0,False
194,8,0,3,8,1,0,False
195,8,1,0,7,1,0,False
196,7,1,2,7,0,0,False
197,7,0,1,8,0,0,False
198,8,0,3,8,1,0,False
199,8,1,2,8,0,0,False
200,8,0,0,7,0,0,False
201,7,0,0,7,0,0,False
202,7,0,3,7,1,0,False
203,7,1,1,8,1,0,False
204,8,1,3,8,2,0,False
205,8,2,1,8,2,0,False
206,8,2,0,7,2,0,False
207,7,2,2,7,1,0,False
208,7,1,0,7,1,0,False
209,7,1,0,7,1,0,False
210,7,1,0,7,1,0,False
211,7,1,2,7,0,0,False
212,7,0,0,7,0,0,False
213,7,0,2,7,0,0,False
215,8,0,2,8,0,0,False
217,7,0,0,7,0,0,False
218,7,0,0,7,0,0,False
223,8,0,1,8,0,0,False
224,8,0,1,8,0,0,False
225,8,0,2,8,0,0,False
228,8,0,3,8,1,0,False
229,8,1,1,9,1,0,False
230,9,1,3,9,1,0,False
231,9,1,2,9,1,0,False
232,9,1,1,10,1,0,False
233,10,1,0,9,1,0,False
234,9,1,2,9,1,0,False
235,9,1,0,8,1,0,False
236,8,1,2,8,0,0,False
239,7,0,2,7,0,0,False
241,8,0,2,8,0,0,False
244,7,0,3,7,1,0,False
245,7,1,0,7,1,0,False
246,7,1,3,7,2,0,False
247,7,2,1,8,2,0,False
248,8,2,0,7,2,0,False
249,7,2,1,8,2,0,False
250,8,2,3,8,3,0,False
251,8,3,3,8,3,0,False
252,8,3,2,8,2,0,False
254,7,2,2,7,1,0,False
255,7,1,3,7,2,0,False
256,7,2,2,7,1,0,False
258,7,1,3,7,2,0,False
259,7,2,1,8,2,0,False
260,8,2,3,8,3,0,False
261,8,3,0,7,3,0,False
262,7,3,1,8,3,0,False
263,8,3,2,8,2,0,False
264,8,2,2,8,1,0,False
265,8,1,3,8,2,0,False
267,7,2,0,7,2,0,False
269,8,2,2,8,1,0,False
270,8,1,0,7,1,0,False
271,7,1,1,8,1,0,False
282,8,1,1,9,1,0,False
283,9,1,1,10,1,0,False
284,10,1,1,10,1,0,False
285,10,1,1,10,1,0,False
286,10,1,0,9,1,0,False
287,9,1,3,9,1,0,False
288,9,1,1,10,1,0,False
289,10,1,2,10,0,0,False
